Order_ID,Date,Customer_ID,Product_Category,Unnamed:_4,Product_Name,Quantity,Unit_Price_INR,Total_Sales_INR,Payment_Method,Delivery_Status,Review_Rating,Review_Text,State,Country
ORD100193,23-09-2025,CUST8487,Electronics,,Smartphone,2,35736.87,71473.74,Credit Card,Returned,4,Would buy again,Mizoram,India
ORD100194,12-11-2025,CUST5902,Clothing,,Sneakers,5,16062.8,80314.0,Debit Card,Returned,4,Would buy again,Bihar,India
ORD100195,08-07-2025,CUST6427,Books,,Children's Book,5,15129.57,75647.85,UPI,Pending,1,Never buying again,West Bengal,India
ORD100196,23-10-2025,CUST4728,Home & Kitchen,,Mixer Grinder,5,23834.59,119172.95,UPI,Returned,5,Worth every rupee!,Rajasthan,India
ORD100197,17-03-2025,CUST4968,Clothing,,Saree,5,38775.39,193876.95,UPI,Returned,4,Good quality,Jharkhand,India
ORD100198,31-07-2025,CUST4340,Clothing,,T-Shirt,4,15821.89,63287.56,Cash on Delivery,Returned,2,Poor packaging,Uttarakhand,India
ORD100199,16-06-2025,CUST8837,Beauty,,Face Cream,2,26030.42,52060.84,Cash on Delivery,Pending,5,Loved it!,Rajasthan,India
ORD100200,09-11-2025,CUST8932,Beauty,,Hair Dryer,3,27404.41,82213.23,Credit Card,Delivered,3,Could be better,Mizoram,India
ORD100201,28-05-2025,CUST4396,Books,,Biography,2,47085.98,94171.96,Cash on Delivery,Pending,3,Fair deal,Punjab,India
ORD100202,13-12-2025,CUST9899,Home & Kitchen,,Water Purifier,3,14531.91,43595.73,Cash on Delivery,Pending,5,Highly recommend!,Gujarat,India
ORD100203,27-06-2025,CUST8247,Clothing,,Sneakers,1,14523.99,14523.99,Debit Card,Returned,1,Terrible experience,Chhattisgarh,India
ORD100204,23-12-2025,CUST5450,Clothing,,Jeans,5,13702.41,68512.05,Credit Card,Delivered,5,Fantastic quality!,Kerala,India
ORD100205,26-04-2025,CUST4814,Books,,Science Textbook,2,2728.12,5456.24,UPI,Delivered,5,Worth every rupee!,Tripura,India
ORD100206,03-01-2025,CUST3587,Home & Kitchen,,Air Fryer,1,34123.36,34123.36,Cash on Delivery,Returned,2,Product not as expected,Goa,India
ORD100207,15-02-2025,CUST4804,Beauty,,Perfume,3,16194.15,48582.45,UPI,Delivered,1,Terrible experience,Nagaland,India
ORD100208,29-05-2025,CUST1613,Clothing,,T-Shirt,4,39440.44,157761.76,UPI,Pending,2,Poor packaging,Tripura,India
ORD100209,26-09-2025,CUST9092,Books,,Fiction Novel,3,14371.17,43113.51,Credit Card,Returned,5,Worth every rupee!,Mizoram,India
ORD100210,28-11-2025,CUST5215,Home & Kitchen,,Cookware Set,1,16668.07,16668.07,Credit Card,Delivered,4,Value for money,Andhra Pradesh,India
ORD100211,07-08-2025,CUST9442,Home & Kitchen,,Water Purifier,2,8939.65,17879.3,Debit Card,Delivered,4,Pretty decent,Punjab,India
ORD100212,04-01-2025,CUST5272,Electronics,,Laptop,2,23977.21,47954.42,Cash on Delivery,Delivered,2,Product not as expected,Karnataka,India
ORD100213,06-01-2025,CUST5285,Home & Kitchen,,Vacuum Cleaner,3,29206.55,87619.65,Debit Card,Returned,5,Loved it!,Meghalaya,India
ORD100214,18-12-2025,CUST9233,Electronics,,Smartphone,4,15478.96,61915.84,Debit Card,Returned,4,Good quality,Andhra Pradesh,India
ORD100215,02-09-2025,CUST3509,Home & Kitchen,,Vacuum Cleaner,5,11198.29,55991.45,Cash on Delivery,Returned,2,Poor packaging,Bihar,India
ORD100216,07-12-2025,CUST4578,Home & Kitchen,,Air Fryer,5,45657.29,228286.45,Credit Card,Returned,5,Fantastic quality!,Kerala,India
ORD100217,09-02-2025,CUST2838,Electronics,,Tablet,4,26503.02,106012.08,UPI,Returned,3,Not bad,Uttarakhand,India
ORD100218,24-09-2025,CUST8239,Clothing,,Saree,5,7662.65,38313.25,UPI,Returned,3,Okay product,Uttar Pradesh,India
ORD100219,29-01-2025,CUST8429,Books,,Children's Book,1,44964.69,44964.69,Credit Card,Returned,4,Pretty decent,Jharkhand,India
ORD100220,12-01-2025,CUST7487,Beauty,,Hair Dryer,1,28028.1,28028.1,Debit Card,Delivered,3,Okay product,Haryana,India
ORD100221,05-10-2025,CUST1987,Books,,Fiction Novel,1,21300.13,21300.13,UPI,Pending,1,Very bad product,Arunachal Pradesh,India
ORD100222,11-07-2025,CUST7266,Home & Kitchen,,Air Fryer,2,38494.81,76989.62,Cash on Delivery,Pending,4,Pretty decent,Haryana,India
ORD100223,02-03-2025,CUST3924,Electronics,,Tablet,2,32746.0,65492.0,Cash on Delivery,Returned,3,Okay product,Odisha,India
ORD100224,11-12-2025,CUST9920,Clothing,,T-Shirt,1,48928.84,48928.84,Cash on Delivery,Returned,4,Pretty decent,Assam,India
ORD100225,07-04-2025,CUST2848,Clothing,,Jeans,4,17438.75,69755.0,UPI,Returned,3,Fair deal,Assam,India
ORD100226,01-11-2025,CUST1550,Books,,Fiction Novel,2,10462.86,20925.72,Cash on Delivery,Returned,1,Very bad product,Telangana,India
ORD100227,22-04-2025,CUST1924,Clothing,,T-Shirt,4,22060.35,88241.4,Credit Card,Returned,5,Highly recommend!,Meghalaya,India
ORD100228,02-05-2025,CUST5944,Clothing,,Saree,3,28958.25,86874.75,Credit Card,Returned,3,Not bad,Uttarakhand,India
ORD100229,30-10-2025,CUST3869,Clothing,,Jacket,3,13902.67,41708.01,Cash on Delivery,Returned,5,Worth every rupee!,Assam,India
ORD100230,23-12-2025,CUST7821,Electronics,,Headphones,4,39333.07,157332.28,Cash on Delivery,Delivered,3,Could be better,Tripura,India
ORD100231,03-06-2025,CUST3365,Beauty,,Perfume,5,23781.24,118906.2,Cash on Delivery,Delivered,2,Poor packaging,Nagaland,India
ORD100232,05-05-2025,CUST5177,Beauty,,Shampoo,5,26593.59,132967.95,Credit Card,Pending,4,Good quality,Tripura,India
ORD100233,27-01-2025,CUST5398,Beauty,,Lipstick,1,26874.65,26874.65,Cash on Delivery,Returned,2,Poor packaging,Chhattisgarh,India
ORD100234,10-12-2025,CUST4555,Books,,Fiction Novel,1,9570.53,9570.53,Cash on Delivery,Delivered,5,Highly recommend!,Chhattisgarh,India
ORD100235,03-09-2025,CUST4974,Home & Kitchen,,Mixer Grinder,2,46870.56,93741.12,Credit Card,Pending,1,Waste of money,Sikkim,India
ORD100236,29-11-2025,CUST6886,Books,,Biography,3,19156.95,57470.85,Debit Card,Pending,5,Highly recommend!,Meghalaya,India
ORD100237,13-06-2025,CUST4328,Books,,Children's Book,4,5110.69,20442.76,Debit Card,Pending,4,Pretty decent,Nagaland,India
ORD100238,14-05-2025,CUST7841,Electronics,,Tablet,2,37114.37,74228.74,Debit Card,Delivered,1,Waste of money,Goa,India
ORD100239,13-09-2025,CUST6530,Home & Kitchen,,Cookware Set,4,28575.52,114302.08,Debit Card,Pending,2,Product not as expected,Himachal Pradesh,India
ORD100240,08-09-2025,CUST4015,Beauty,,Perfume,3,8629.43,25888.29,UPI,Returned,5,Excellent product!,Mizoram,India
ORD100241,04-02-2025,CUST3474,Electronics,,Smartphone,1,20737.13,20737.13,UPI,Delivered,2,Poor packaging,West Bengal,India
ORD100242,05-09-2025,CUST8993,Beauty,,Lipstick,1,30968.19,30968.19,UPI,Delivered,5,Fantastic quality!,Punjab,India
ORD100243,02-10-2025,CUST5697,Books,,Children's Book,1,1032.96,1032.96,UPI,Returned,3,Fair deal,Maharashtra,India
ORD100244,09-04-2025,CUST9625,Clothing,,T-Shirt,1,26314.39,26314.39,Debit Card,Pending,2,Disappointed,Gujarat,India
ORD100245,17-10-2025,CUST4984,Beauty,,Face Cream,3,47973.03,143919.09,Credit Card,Pending,4,Good quality,Nagaland,India
ORD100246,01-09-2025,CUST1919,Electronics,,Smartphone,4,19087.35,76349.4,UPI,Returned,5,Loved it!,Tripura,India
ORD100247,17-10-2025,CUST2562,Electronics,,Smartwatch,4,32316.38,129265.52,UPI,Delivered,3,Okay product,Telangana,India
ORD100248,17-12-2025,CUST5593,Books,,Children's Book,3,2518.79,7556.37,UPI,Delivered,1,Defective item,Tamil Nadu,India
ORD100249,09-02-2025,CUST5903,Electronics,,Laptop,5,7380.74,36903.7,Credit Card,Returned,4,Satisfied with the product,Gujarat,India
ORD100250,19-12-2025,CUST2284,Books,,Children's Book,5,16720.15,83600.75,Debit Card,Delivered,2,Not satisfied,Tamil Nadu,India
ORD100251,01-11-2025,CUST7499,Beauty,,Perfume,1,17161.52,17161.52,Debit Card,Delivered,5,Highly recommend!,Jharkhand,India
ORD100252,10-08-2025,CUST4043,Beauty,,Shampoo,2,17919.4,35838.8,Cash on Delivery,Delivered,4,Would buy again,Madhya Pradesh,India
ORD100253,14-07-2025,CUST3527,Home & Kitchen,,Cookware Set,1,4285.49,4285.49,Cash on Delivery,Pending,2,Disappointed,Sikkim,India
ORD100254,04-07-2025,CUST5419,Electronics,,Smartphone,1,47159.42,47159.42,UPI,Delivered,4,Good quality,Rajasthan,India
ORD100255,28-07-2025,CUST2692,Clothing,,Jacket,4,27937.85,111751.4,UPI,Delivered,5,Highly recommend!,Kerala,India
ORD100256,17-07-2025,CUST1202,Books,,Fiction Novel,5,29982.58,149912.9,Debit Card,Pending,3,Fair deal,Manipur,India
ORD100257,17-12-2025,CUST7237,Electronics,,Tablet,2,28683.63,57367.26,Credit Card,Delivered,2,Disappointed,Mizoram,India
ORD100258,11-08-2025,CUST5521,Home & Kitchen,,Vacuum Cleaner,4,7467.55,29870.2,Cash on Delivery,Pending,2,Product not as expected,Manipur,India
ORD100259,01-11-2025,CUST4203,Electronics,,Headphones,3,47222.27,141666.81,Cash on Delivery,Delivered,4,Satisfied with the product,Bihar,India
ORD100260,14-07-2025,CUST6399,Home & Kitchen,,Mixer Grinder,4,16744.42,66977.68,Cash on Delivery,Pending,5,Worth every rupee!,Haryana,India
ORD100261,03-09-2025,CUST6147,Books,,Science Textbook,3,16169.12,48507.36,Credit Card,Pending,2,Disappointed,Haryana,India
ORD100262,12-07-2025,CUST5592,Home & Kitchen,,Air Fryer,5,39142.32,195711.6,Cash on Delivery,Pending,3,Average,Assam,India
ORD100263,16-12-2025,CUST1440,Books,,Science Textbook,5,49863.79,249318.95,Cash on Delivery,Returned,2,Quality could improve,Karnataka,India
ORD100264,11-12-2025,CUST9180,Beauty,,Lipstick,1,40984.49,40984.49,Credit Card,Returned,4,Value for money,Andhra Pradesh,India
ORD100265,07-02-2025,CUST8357,Clothing,,Sneakers,2,35818.77,71637.54,Cash on Delivery,Returned,4,Pretty decent,Odisha,India
ORD100266,26-12-2025,CUST9796,Books,,Comics,4,27273.53,109094.12,UPI,Delivered,3,Okay product,Nagaland,India
ORD100267,19-06-2025,CUST8052,Home & Kitchen,,Cookware Set,5,2405.98,12029.9,UPI,Delivered,4,Good quality,Haryana,India
ORD100268,25-10-2025,CUST4621,Home & Kitchen,,Cookware Set,5,37393.28,186966.4,Cash on Delivery,Pending,5,Worth every rupee!,Odisha,India
ORD100269,05-09-2025,CUST2712,Beauty,,Hair Dryer,5,7707.1,38535.5,Debit Card,Pending,1,Very bad product,Haryana,India
ORD100270,16-04-2025,CUST9537,Electronics,,Laptop,3,15732.14,47196.42,Cash on Delivery,Pending,4,Pretty decent,Andhra Pradesh,India
ORD100271,23-01-2025,CUST2885,Electronics,,Smartwatch,4,16081.69,64326.76,UPI,Pending,3,Average,Assam,India
ORD100272,19-06-2025,CUST7985,Clothing,,Jeans,5,8887.77,44438.85,Cash on Delivery,Delivered,2,Product not as expected,Tamil Nadu,India
ORD100273,12-04-2025,CUST8365,Clothing,,Jeans,4,19900.0,79600.0,Cash on Delivery,Pending,5,Excellent product!,Rajasthan,India
ORD100274,23-10-2025,CUST2667,Clothing,,Jeans,3,37665.81,112997.43,Credit Card,Pending,1,Defective item,Arunachal Pradesh,India
ORD100275,28-09-2025,CUST6134,Clothing,,Jacket,1,13265.2,13265.2,Cash on Delivery,Returned,4,Pretty decent,Haryana,India
ORD100276,13-11-2025,CUST3826,Books,,Fiction Novel,3,17728.85,53186.55,Debit Card,Returned,4,Would buy again,Assam,India
ORD100277,01-03-2025,CUST3999,Electronics,,Laptop,3,6069.51,18208.53,Debit Card,Returned,3,Okay product,Arunachal Pradesh,India
ORD100278,16-07-2025,CUST7931,Books,,Children's Book,4,29902.01,119608.04,Credit Card,Pending,5,Fantastic quality!,West Bengal,India
ORD100279,06-04-2025,CUST6154,Clothing,,Saree,2,24584.17,49168.34,Cash on Delivery,Returned,2,Not satisfied,Karnataka,India
ORD100280,15-10-2025,CUST9281,Home & Kitchen,,Mixer Grinder,4,6999.43,27997.72,Cash on Delivery,Pending,4,Pretty decent,Assam,India
ORD100281,16-01-2025,CUST4613,Beauty,,Shampoo,4,8529.22,34116.88,Debit Card,Delivered,5,Highly recommend!,Mizoram,India
ORD100282,17-10-2025,CUST9115,Clothing,,Saree,3,8576.81,25730.43,UPI,Returned,4,Good quality,Haryana,India
ORD100283,14-08-2025,CUST9951,Home & Kitchen,,Water Purifier,3,27193.76,81581.28,Credit Card,Pending,1,Very bad product,Himachal Pradesh,India
ORD100284,14-02-2025,CUST8193,Clothing,,Sneakers,1,22596.67,22596.67,UPI,Delivered,3,Okay product,Sikkim,India
ORD100285,12-11-2025,CUST3281,Books,,Biography,5,31711.98,158559.9,Credit Card,Delivered,2,Not satisfied,Meghalaya,India
ORD100286,28-03-2025,CUST6302,Books,,Biography,5,14198.03,70990.15,Debit Card,Pending,5,Fantastic quality!,Gujarat,India
ORD100287,31-01-2025,CUST5543,Home & Kitchen,,Water Purifier,1,6952.33,6952.33,Credit Card,Returned,4,Satisfied with the product,Nagaland,India
ORD100288,08-09-2025,CUST3329,Clothing,,Jeans,3,41458.39,124375.17,Debit Card,Returned,4,Pretty decent,Chhattisgarh,India
ORD100289,26-07-2025,CUST9447,Beauty,,Shampoo,1,31754.66,31754.66,Debit Card,Returned,1,Defective item,Telangana,India
ORD100290,23-08-2025,CUST6869,Beauty,,Shampoo,3,29181.39,87544.17,UPI,Returned,1,Terrible experience,Odisha,India
ORD100291,26-05-2025,CUST6533,Clothing,,Jacket,2,24836.8,49673.6,Credit Card,Returned,3,Fair deal,Odisha,India
ORD100292,09-01-2025,CUST3035,Home & Kitchen,,Mixer Grinder,1,5158.82,5158.82,Credit Card,Pending,4,Pretty decent,Meghalaya,India
ORD100293,29-11-2025,CUST5945,Electronics,,Smartwatch,2,49785.56,99571.12,Credit Card,Pending,2,Not satisfied,Haryana,India
ORD100294,27-01-2025,CUST7493,Home & Kitchen,,Vacuum Cleaner,1,18717.82,18717.82,Debit Card,Returned,2,Quality could improve,Uttar Pradesh,India
ORD100295,09-02-2025,CUST3174,Beauty,,Face Cream,1,254.1,254.1,Credit Card,Returned,4,Pretty decent,Meghalaya,India
ORD100296,22-12-2025,CUST3165,Electronics,,Smartphone,3,40892.03,122676.09,Cash on Delivery,Delivered,4,Satisfied with the product,Uttar Pradesh,India
ORD100297,03-06-2025,CUST3246,Beauty,,Face Cream,1,5339.44,5339.44,Cash on Delivery,Delivered,3,Okay product,Maharashtra,India
ORD100298,14-08-2025,CUST6753,Electronics,,Tablet,5,622.04,3110.2,Credit Card,Returned,2,Quality could improve,Gujarat,India
ORD100299,21-02-2025,CUST3293,Beauty,,Hair Dryer,4,43026.13,172104.52,UPI,Returned,1,Terrible experience,Bihar,India
ORD100300,22-05-2025,CUST2380,Home & Kitchen,,Air Fryer,3,39595.62,118786.86,Credit Card,Returned,2,Poor packaging,Bihar,India
ORD100301,04-12-2025,CUST5942,Books,,Comics,3,38992.69,116978.07,Credit Card,Returned,1,Never buying again,Sikkim,India
ORD100302,03-05-2025,CUST9108,Books,,Science Textbook,4,14917.99,59671.96,Cash on Delivery,Delivered,1,Waste of money,Maharashtra,India
ORD100303,04-07-2025,CUST6185,Beauty,,Hair Dryer,1,26508.67,26508.67,Credit Card,Pending,1,Never buying again,Kerala,India
ORD100304,07-02-2025,CUST1273,Beauty,,Lipstick,5,34210.51,171052.55,UPI,Delivered,4,Value for money,Maharashtra,India
ORD100305,17-09-2025,CUST5693,Clothing,,T-Shirt,1,47444.26,47444.26,Cash on Delivery,Pending,4,Pretty decent,Maharashtra,India
ORD100306,12-02-2025,CUST6077,Electronics,,Tablet,5,30879.14,154395.7,UPI,Returned,3,Okay product,Manipur,India
ORD100307,08-06-2025,CUST8167,Clothing,,Saree,3,19658.43,58975.29,Credit Card,Delivered,1,Waste of money,West Bengal,India
ORD100308,29-01-2025,CUST6067,Electronics,,Smartwatch,1,22777.92,22777.92,Credit Card,Delivered,5,Excellent product!,Telangana,India
ORD100309,25-09-2025,CUST9474,Clothing,,T-Shirt,2,24921.36,49842.72,Debit Card,Delivered,3,Could be better,Arunachal Pradesh,India
ORD100310,21-06-2025,CUST8034,Clothing,,Sneakers,1,38617.23,38617.23,Debit Card,Returned,1,Very bad product,Sikkim,India
ORD100311,04-07-2025,CUST1908,Home & Kitchen,,Water Purifier,1,24908.15,24908.15,Cash on Delivery,Returned,5,Loved it!,Rajasthan,India
ORD100312,12-12-2025,CUST2889,Home & Kitchen,,Cookware Set,3,38711.78,116135.34,Credit Card,Returned,5,Fantastic quality!,Rajasthan,India
ORD100313,06-07-2025,CUST7274,Electronics,,Smartphone,1,12378.66,12378.66,Credit Card,Delivered,4,Good quality,Bihar,India
ORD100314,13-06-2025,CUST5444,Books,,Children's Book,2,16225.74,32451.48,UPI,Returned,4,Value for money,Arunachal Pradesh,India
ORD100315,24-01-2025,CUST7568,Electronics,,Tablet,1,9131.35,9131.35,UPI,Pending,5,Highly recommend!,Madhya Pradesh,India
ORD100316,08-07-2025,CUST4287,Home & Kitchen,,Vacuum Cleaner,1,27743.95,27743.95,Debit Card,Returned,1,Defective item,Telangana,India
ORD100317,11-04-2025,CUST9954,Books,,Science Textbook,4,18540.03,74160.12,Credit Card,Delivered,4,Good quality,Karnataka,India
ORD100318,21-06-2025,CUST1023,Beauty,,Face Cream,2,27168.95,54337.9,Cash on Delivery,Returned,1,Defective item,Uttar Pradesh,India
ORD100319,09-09-2025,CUST1981,Electronics,,Laptop,5,49159.16,245795.8,Credit Card,Returned,4,Value for money,West Bengal,India
ORD100320,31-07-2025,CUST7102,Electronics,,Smartphone,2,44884.92,89769.84,Cash on Delivery,Returned,5,Excellent product!,Bihar,India
ORD100321,08-02-2025,CUST2020,Books,,Fiction Novel,5,6848.99,34244.95,Cash on Delivery,Returned,4,Satisfied with the product,Haryana,India
ORD100322,25-12-2025,CUST6345,Clothing,,Sneakers,3,42575.5,127726.5,Debit Card,Pending,4,Value for money,Gujarat,India
ORD100323,25-02-2025,CUST3546,Clothing,,T-Shirt,2,6978.37,13956.74,UPI,Delivered,5,Worth every rupee!,Gujarat,India
ORD100324,17-04-2025,CUST8404,Beauty,,Lipstick,4,6212.69,24850.76,Debit Card,Pending,3,Could be better,Nagaland,India
ORD100325,27-12-2025,CUST1660,Electronics,,Smartphone,2,40418.33,80836.66,Credit Card,Pending,3,Okay product,Manipur,India
ORD100326,13-12-2025,CUST5896,Electronics,,Laptop,3,19932.97,59798.91,Debit Card,Delivered,1,Very bad product,Chhattisgarh,India
ORD100327,18-02-2025,CUST8570,Beauty,,Shampoo,5,37454.31,187271.55,UPI,Delivered,2,Not satisfied,Maharashtra,India
ORD100328,10-07-2025,CUST2376,Electronics,,Smartphone,2,6709.62,13419.24,Debit Card,Delivered,4,Good quality,Goa,India
ORD100329,19-06-2025,CUST3007,Electronics,,Laptop,4,40503.07,162012.28,UPI,Pending,1,Very bad product,Himachal Pradesh,India
ORD100330,12-09-2025,CUST1483,Clothing,,Saree,4,41119.93,164479.72,Cash on Delivery,Returned,4,Pretty decent,Manipur,India
ORD100331,24-05-2025,CUST8307,Clothing,,Sneakers,2,45433.55,90867.1,Credit Card,Delivered,3,Not bad,Haryana,India
ORD100332,30-07-2025,CUST8848,Books,,Comics,2,32434.46,64868.92,UPI,Delivered,4,Value for money,West Bengal,India
ORD100333,08-05-2025,CUST9907,Beauty,,Perfume,4,10133.0,40532.0,UPI,Pending,5,Highly recommend!,Assam,India
ORD100334,15-09-2025,CUST6269,Beauty,,Hair Dryer,4,17332.9,69331.6,Cash on Delivery,Pending,5,Loved it!,Manipur,India
ORD100335,30-01-2025,CUST8728,Electronics,,Headphones,5,11107.21,55536.05,Debit Card,Returned,3,Okay product,Uttar Pradesh,India
ORD100336,01-10-2025,CUST1916,Clothing,,T-Shirt,2,32911.85,65823.7,Credit Card,Returned,3,Fair deal,West Bengal,India
ORD100337,24-12-2025,CUST6878,Home & Kitchen,,Cookware Set,2,11980.25,23960.5,UPI,Returned,3,Could be better,West Bengal,India
ORD100338,10-09-2025,CUST9882,Books,,Comics,2,28242.82,56485.64,Debit Card,Delivered,2,Product not as expected,Nagaland,India
ORD100339,11-01-2025,CUST9625,Electronics,,Smartphone,1,11784.64,11784.64,Cash on Delivery,Delivered,2,Disappointed,Bihar,India
ORD100340,15-06-2025,CUST1975,Books,,Science Textbook,2,17169.8,34339.6,UPI,Delivered,2,Poor packaging,Arunachal Pradesh,India
ORD100341,11-07-2025,CUST7481,Clothing,,T-Shirt,5,43061.34,215306.7,UPI,Pending,1,Defective item,Rajasthan,India
ORD100342,24-11-2025,CUST8982,Home & Kitchen,,Cookware Set,2,36671.13,73342.26,Debit Card,Delivered,4,Would buy again,Nagaland,India
ORD100343,13-07-2025,CUST6026,Books,,Biography,2,33343.48,66686.96,Debit Card,Delivered,2,Quality could improve,Uttarakhand,India
ORD100344,17-01-2025,CUST3983,Electronics,,Tablet,4,42567.7,170270.8,Debit Card,Returned,5,Loved it!,Andhra Pradesh,India
ORD100345,02-05-2025,CUST6682,Books,,Fiction Novel,4,7204.04,28816.16,Debit Card,Delivered,1,Very bad product,Assam,India
ORD100346,21-12-2025,CUST2110,Home & Kitchen,,Air Fryer,1,13407.58,13407.58,Debit Card,Pending,2,Not satisfied,Tripura,India
ORD100347,27-03-2025,CUST7783,Electronics,,Smartphone,4,22023.36,88093.44,Cash on Delivery,Pending,4,Value for money,West Bengal,India
ORD100348,30-11-2025,CUST4695,Books,,Children's Book,1,41474.59,41474.59,Credit Card,Pending,5,Excellent product!,Haryana,India
ORD100349,07-02-2025,CUST6600,Electronics,,Headphones,1,16072.1,16072.1,Credit Card,Pending,1,Waste of money,Goa,India
ORD100350,05-09-2025,CUST1507,Electronics,,Tablet,1,17029.94,17029.94,Cash on Delivery,Returned,5,Loved it!,Maharashtra,India
ORD100351,16-04-2025,CUST4112,Books,,Children's Book,2,2867.08,5734.16,Cash on Delivery,Returned,3,Not bad,Meghalaya,India
ORD100352,26-01-2025,CUST7437,Books,,Biography,3,15010.55,45031.65,Cash on Delivery,Delivered,1,Very bad product,Meghalaya,India
ORD100353,03-09-2025,CUST4271,Home & Kitchen,,Mixer Grinder,4,4563.89,18255.56,UPI,Delivered,5,Loved it!,Gujarat,India
ORD100354,07-06-2025,CUST7512,Clothing,,Sneakers,1,23783.82,23783.82,Cash on Delivery,Pending,1,Defective item,West Bengal,India
ORD100355,09-07-2025,CUST4056,Electronics,,Tablet,4,9407.08,37628.32,Cash on Delivery,Delivered,4,Value for money,Madhya Pradesh,India
ORD100356,16-10-2025,CUST2009,Beauty,,Shampoo,3,11466.87,34400.61,Credit Card,Returned,3,Average,Arunachal Pradesh,India
ORD100357,27-04-2025,CUST1999,Electronics,,Headphones,5,20816.54,104082.7,Cash on Delivery,Returned,5,Worth every rupee!,Goa,India
ORD100358,03-06-2025,CUST2293,Books,,Children's Book,5,44106.36,220531.8,Cash on Delivery,Returned,4,Good quality,Madhya Pradesh,India
ORD100359,17-03-2025,CUST2970,Books,,Comics,5,40062.43,200312.15,Cash on Delivery,Delivered,5,Loved it!,Andhra Pradesh,India
ORD100360,16-12-2025,CUST8133,Clothing,,Jeans,2,2325.26,4650.52,Credit Card,Returned,1,Waste of money,Madhya Pradesh,India
ORD100361,14-02-2025,CUST7358,Books,,Biography,3,45558.06,136674.18,Cash on Delivery,Returned,1,Defective item,Himachal Pradesh,India
ORD100362,25-12-2025,CUST9561,Home & Kitchen,,Water Purifier,4,45874.66,183498.64,Cash on Delivery,Delivered,1,Terrible experience,Uttar Pradesh,India
ORD100363,24-02-2025,CUST2654,Clothing,,Jeans,5,29479.12,147395.6,Debit Card,Returned,1,Defective item,Uttar Pradesh,India
ORD100364,08-11-2025,CUST8750,Beauty,,Lipstick,4,32808.43,131233.72,UPI,Delivered,5,Highly recommend!,Manipur,India
ORD100365,20-01-2025,CUST7484,Beauty,,Perfume,5,30511.03,152555.15,Debit Card,Returned,4,Satisfied with the product,Jharkhand,India
ORD100366,22-06-2025,CUST5965,Electronics,,Smartwatch,3,44872.16,134616.48,Debit Card,Pending,1,Terrible experience,Maharashtra,India
ORD100367,14-06-2025,CUST5414,Electronics,,Laptop,2,15163.93,30327.86,Cash on Delivery,Returned,4,Good quality,Tamil Nadu,India
ORD100368,06-09-2025,CUST9462,Clothing,,Jacket,2,45688.95,91377.9,Debit Card,Delivered,4,Would buy again,Telangana,India
ORD100369,11-03-2025,CUST9589,Clothing,,T-Shirt,3,35536.56,106609.68,UPI,Delivered,4,Satisfied with the product,Uttar Pradesh,India
ORD100370,04-07-2025,CUST4262,Clothing,,T-Shirt,2,1846.94,3693.88,Debit Card,Pending,1,Terrible experience,Nagaland,India
ORD100371,10-07-2025,CUST9008,Books,,Children's Book,1,34122.48,34122.48,Cash on Delivery,Delivered,2,Product not as expected,Sikkim,India
ORD100372,19-12-2025,CUST2480,Books,,Comics,3,17343.6,52030.8,Debit Card,Delivered,3,Fair deal,Tamil Nadu,India
ORD100373,24-04-2025,CUST4688,Electronics,,Laptop,5,39035.54,195177.7,Credit Card,Pending,2,Product not as expected,Meghalaya,India
ORD100374,28-11-2025,CUST3837,Books,,Fiction Novel,1,23810.04,23810.04,UPI,Delivered,2,Disappointed,Chhattisgarh,India
ORD100375,28-06-2025,CUST8520,Books,,Biography,3,21305.58,63916.74,Debit Card,Delivered,4,Pretty decent,Gujarat,India
ORD100376,04-01-2025,CUST9380,Home & Kitchen,,Water Purifier,5,19978.2,99891.0,Debit Card,Returned,1,Never buying again,Jharkhand,India
ORD100377,02-02-2025,CUST6509,Books,,Biography,3,34283.77,102851.31,Debit Card,Returned,4,Value for money,Gujarat,India
ORD100378,04-05-2025,CUST1930,Home & Kitchen,,Vacuum Cleaner,3,9580.33,28740.99,Cash on Delivery,Returned,5,Highly recommend!,Arunachal Pradesh,India
ORD100379,03-08-2025,CUST7628,Clothing,,T-Shirt,4,49873.96,199495.84,Cash on Delivery,Returned,3,Average,Odisha,India
ORD100380,18-12-2025,CUST9759,Books,,Comics,2,17289.72,34579.44,Cash on Delivery,Returned,2,Disappointed,Telangana,India
ORD100381,03-04-2025,CUST5813,Books,,Biography,2,42063.81,84127.62,UPI,Pending,5,Loved it!,Nagaland,India
ORD100382,02-12-2025,CUST2463,Home & Kitchen,,Water Purifier,2,47356.78,94713.56,Credit Card,Pending,3,Okay product,Arunachal Pradesh,India
ORD100383,31-05-2025,CUST8598,Home & Kitchen,,Air Fryer,3,18709.79,56129.37,UPI,Pending,5,Excellent product!,Telangana,India
ORD100384,14-09-2025,CUST2963,Books,,Comics,5,3746.54,18732.7,Cash on Delivery,Returned,2,Disappointed,Karnataka,India
ORD100385,25-06-2025,CUST7704,Beauty,,Face Cream,2,7040.79,14081.58,Cash on Delivery,Delivered,2,Disappointed,Arunachal Pradesh,India
ORD100386,10-06-2025,CUST1950,Clothing,,T-Shirt,4,16764.95,67059.8,UPI,Pending,2,Disappointed,Arunachal Pradesh,India
ORD100387,15-02-2025,CUST3120,Clothing,,Jeans,5,38271.29,191356.45,Cash on Delivery,Returned,4,Pretty decent,Odisha,India
